,reviewerID,productID,rating,date
254406,A16I6WJUEBJ1C3,B000MDCDJ6,4.0,2013-10-30
254407,A2O421DTA8J0RW,B000MDCDJ6,3.0,2013-11-02
254410,A3RR2P5IS3DGPR,B000MDCDJ6,5.0,2013-12-30
254412,A194K60CWZ371J,B000MDCDJ6,4.0,2013-12-27
254413,AQZH7YTWQPOBE,B000MDCDJ6,4.0,2013-12-06
254415,A28SBPF6KFZ7VL,B000MDCDJ6,4.0,2013-12-06
254422,A1AEPMPA12GUJ7,B000MDCDJ6,5.0,2013-12-03
254423,A3T1LD0C65QCWK,B000MDCDJ6,2.0,2013-11-18
254424,AM004PHO6F3FZ,B000MDCDJ6,3.0,2014-01-15
254425,A2WZNM833CJH82,B000MDCDJ6,1.0,2014-02-19
254429,A3R5GTYQ50QVMD,B000MDCDJ6,5.0,2013-12-27
254431,A8UM78SMPSHC0,B000MDCDJ6,5.0,2013-11-28
254432,A21W7ZA2FZKOGP,B000MDCDJ6,3.0,2013-11-27
254433,A3MZNRSDQ32UUH,B000MDCDJ6,5.0,2013-11-01
254434,A1U6M8VJHK2ECA,B000MDCDJ6,2.0,2013-10-19
254435,A3N4VTNFPMTHEF,B000MDCDJ6,4.0,2013-10-26
254436,AKMEY1BSHSDG7,B000MDCDJ6,5.0,2013-10-30
254438,A1E1LEVQ9VQNK,B000MDCDJ6,4.0,2013-12-05
254442,A9GPCR9WJQCCJ,B000MDCDJ6,4.0,2013-11-11
254445,A29NV2YITU0EJK,B000MDCDJ6,4.0,2013-11-01
254446,A15NS9ERV7LT7A,B000MDCDJ6,5.0,2013-12-11
254451,A3GRN6J64F2C3X,B000MDCDJ6,5.0,2013-11-25
254452,AB8TX5GQQZTS8,B000MDCDJ6,4.0,2013-11-09
254454,A3VI2VETB90ZG5,B000MDCDJ6,3.0,2014-01-01
254456,AJNW2SVETWAW1,B000MDCDJ6,4.0,2013-10-27
254460,AHQ13I9CI4US6,B000MDCDJ6,3.0,2013-12-10
254463,A1ZGHA3IJV01BK,B000MDCDJ6,4.0,2014-01-02
254464,AG6JWI77UMETS,B000MDCDJ6,4.0,2013-11-17
254465,A1EVV74UQYVKRY,B000MDCDJ6,3.0,2013-12-29
254467,A1ZH9LWMX5UCFJ,B000MDCDJ6,4.0,2014-01-02
254468,A30IP5D5DLHRPA,B000MDCDJ6,3.0,2013-12-02
254474,A35LT14WG5BX0T,B000MDCDJ6,2.0,2014-01-04
254477,A2MJ8OL2FYN7CW,B000MDCDJ6,5.0,2013-12-31
254478,A2MUGFV2TDQ47K,B000MDCDJ6,3.0,2013-10-27
254479,A16AXQ11SZA8SQ,B000MDCDJ6,5.0,2013-11-09
254480,A1UQBFCERIP7VJ,B000MDCDJ6,1.0,2014-01-21
254481,A184ZFZZBWEXMS,B000MDCDJ6,4.0,2013-10-25
254486,A3ATKIU6MZZ4MU,B000MDCDJ6,4.0,2014-01-18
254488,A3W4D8XOGLWUN5,B000MDCDJ6,4.0,2013-10-31
254489,A30YCQ4MOZAI6Y,B000MDCDJ6,4.0,2013-11-03
254493,A2F540P3L6P5CL,B000MDCDJ6,2.0,2013-12-06
254496,A2V4P6IRCK1P70,B000MDCDJ6,4.0,2013-11-21
254498,A2QDOJFFLFGF18,B000MDCDJ6,4.0,2014-02-20
254500,A3EPHBMU07LZ50,B000MDCDJ6,4.0,2013-11-04
254502,A23KDA686N6T4Y,B000MDCDJ6,4.0,2014-01-01
254504,A22CW0ZHY3NJH8,B000MDCDJ6,4.0,2014-01-06
254507,A2IYX5W3A1N3VB,B000MDCDJ6,2.0,2013-12-24
254508,A231LBC8EGPO5L,B000MDCDJ6,2.0,2014-01-08
254509,A2YB7DLC3FOR7W,B000MDCDJ6,5.0,2013-10-23
254510,ALDAF4VVLFRHP,B000MDCDJ6,4.0,2014-02-04
254512,A15LK8DSFQZZ52,B000MDCDJ6,5.0,2013-10-31
254514,AG36DMYKO3HPM,B000MDCDJ6,2.0,2013-10-27
254515,A3S3R88HA0HZG3,B000MDCDJ6,4.0,2013-12-28
254517,A3FWSG0GV6FRB6,B000MDCDJ6,3.0,2013-12-25
254519,A2M6B16568F7KH,B000MDCDJ6,4.0,2013-11-04
254521,A3436BWMMFP4VY,B000MDCDJ6,4.0,2013-11-01
254525,A29M09QBG9TZLP,B000MDCDJ6,4.0,2013-12-17
254526,A2B7BUH8834Y6M,B000MDCDJ6,5.0,2013-10-24
254532,A33PVCHCQ2BTN0,B000MDCDJ6,4.0,2014-01-07
254533,A3CNJR9MD5BFKL,B000MDCDJ6,3.0,2014-01-03
254534,AFICF7DKHTQ87,B000MDCDJ6,4.0,2014-01-29
254538,A58N07M0ZCYMB,B000MDCDJ6,4.0,2013-02-27
254540,A20CQ20J30DJZT,B000MDCDJ6,5.0,2013-11-04
254541,A2G04D4QZAXL15,B000MDCDJ6,3.0,2014-01-01
313179,A2E1EFNIZL2FVA,B000VK3ZGA,5.0,2011-08-26
313181,A2KY76HK8DYRL3,B000VK3ZGA,3.0,2011-10-04
313182,A1HRYC60VTMYC0,B000VK3ZGA,3.0,2011-08-08
313188,A1W415JP5WEAJK,B000VK3ZGA,4.0,2011-08-13
313189,A2I98OOPNIJNYY,B000VK3ZGA,5.0,2011-08-07
313190,A2WN1QF8GSVHYV,B000VK3ZGA,2.0,2011-10-28
313197,AJJ2UM58CSGUB,B000VK3ZGA,4.0,2011-10-07
313200,A3NOBH42C7UI5M,B000VK3ZGA,3.0,2011-09-07
313202,AN4HRAGRHHX1H,B000VK3ZGA,4.0,2011-08-09
313205,A1P2XYD265YE21,B000VK3ZGA,5.0,2011-09-30
313216,A1P9BVW2JB1OVL,B000VK3ZGA,4.0,2011-08-11
313219,A3H78NCT3DJMY2,B000VK3ZGA,4.0,2011-10-16
313220,A3091RP0SPZLMN,B000VK3ZGA,3.0,2011-07-30
313221,A71W7G4TCTH3T,B000VK3ZGA,1.0,2011-10-19
313222,A2FRFAQCWZJT3Q,B000VK3ZGA,4.0,2011-10-04
313223,AIEEK7AHXKZCC,B000VK3ZGA,4.0,2011-10-12
313227,AK7CAW3N1XZV6,B000VK3ZGA,4.0,2011-08-01
313229,A3RMS65F4GT4ML,B000VK3ZGA,4.0,2011-07-30
313231,A2OW356OMJNAVH,B000VK3ZGA,3.0,2012-05-06
313233,A3EP6YVAYS9YM3,B000VK3ZGA,4.0,2011-07-26
313238,A19FRW264WZTGP,B000VK3ZGA,5.0,2011-10-09
313239,A2NML53YCHS80S,B000VK3ZGA,4.0,2011-07-27
313240,ANVPLS56WCKL2,B000VK3ZGA,5.0,2011-08-04
313243,A141INO5311NA,B000VK3ZGA,2.0,2011-08-01
313245,A35X2JJI49OBZP,B000VK3ZGA,4.0,2011-08-18
313247,A1DH3QDZX8Z7GO,B000VK3ZGA,4.0,2011-10-22
313250,A2GK5S3ZF9Y8YO,B000VK3ZGA,1.0,2011-08-06
313251,A2K89R0B20LYHB,B000VK3ZGA,4.0,2011-11-18
313255,A1OWRLSD7LTSQ9,B000VK3ZGA,2.0,2011-07-28
313259,A19GSC3QMK694Q,B000VK3ZGA,2.0,2011-08-01
313260,A31YSTICHFYN7O,B000VK3ZGA,2.0,2011-11-17
313261,A1Z54EM24Y40LL,B000VK3ZGA,4.0,2011-08-05
313262,A3VJ27010XUWTF,B000VK3ZGA,3.0,2011-10-05
313263,A3EXIZWHSNVNME,B000VK3ZGA,3.0,2011-08-05
313264,A1ZZZT0KJR46UV,B000VK3ZGA,5.0,2011-07-28
313265,A3IMO49QD6OYKN,B000VK3ZGA,3.0,2011-10-07
313267,A2FBPS1P12N24T,B000VK3ZGA,4.0,2011-08-16
313269,AG90OGHDGOOVH,B000VK3ZGA,5.0,2011-09-25
313273,A1A1BM6N28X9J0,B000VK3ZGA,5.0,2011-08-12
313274,A2PU80LCKRMC9X,B000VK3ZGA,3.0,2011-08-29
313277,A2OJCTT5WLB2HR,B000VK3ZGA,4.0,2011-10-13
313280,A1I477ADGMLVJM,B000VK3ZGA,3.0,2011-08-14
313282,A2EDTVVR9IFNLW,B000VK3ZGA,3.0,2011-08-11
313283,A3SMD3T0QTN109,B000VK3ZGA,4.0,2011-07-27
313285,A37DXIENIDHTVY,B000VK3ZGA,5.0,2011-07-26
313288,A3PNBZ60XRKZFP,B000VK3ZGA,1.0,2011-08-25
313292,A194K60CWZ371J,B000VK3ZGA,4.0,2011-10-11
313294,A28IIVKXOE1ATF,B000VK3ZGA,4.0,2011-07-28
313296,A1DNXL8BIR5R8R,B000VK3ZGA,2.0,2011-08-06
313297,A1S27P7KJO9I96,B000VK3ZGA,4.0,2011-11-13
313300,A3JT29L4YFEIMJ,B000VK3ZGA,3.0,2011-08-05
313301,A3BTL4FV6ODKAT,B000VK3ZGA,3.0,2011-09-19
313303,A1IH42TUIZ2XJL,B000VK3ZGA,5.0,2011-08-05
313304,A16RI68PS6T5CA,B000VK3ZGA,4.0,2011-10-24
313305,AN81JUYW2SL24,B000VK3ZGA,4.0,2011-09-02
313307,A1AEPMPA12GUJ7,B000VK3ZGA,2.0,2011-09-17
313310,A22PUBSSNP54L,B000VK3ZGA,4.0,2011-08-25
313317,A277GP2U2TXH51,B000VK3ZGA,3.0,2011-08-15
313318,A1SD1C8XK3Z3V1,B000VK3ZGA,5.0,2011-10-16
313325,A1XJ3M3JTMD3HZ,B000VK3ZGA,2.0,2011-09-28
313328,A1YZEKPPMXG1YJ,B000VK3ZGA,2.0,2011-07-31
313329,A16ALXKQ02SKYG,B000VK3ZGA,5.0,2011-08-24
313331,A2EXGRAA6QW96Z,B000VK3ZGA,2.0,2011-07-27
313332,A1B6O7SAIYG2N0,B000VK3ZGA,2.0,2011-07-26
313335,A1V3TRGWOMA8LC,B000VK3ZGA,5.0,2011-07-28
313336,A1YVDY3TISDRE1,B000VK3ZGA,5.0,2011-08-13
313340,A96AUNSF6GESO,B000VK3ZGA,4.0,2011-08-25
313348,A1URMXEEWEQR6V,B000VK3ZGA,2.0,2011-07-28
313350,A1YX6S4I5GG5VK,B000VK3ZGA,4.0,2012-02-26
313353,AKJ87ZCIKUASO,B000VK3ZGA,5.0,2011-07-26
313354,ATLO3YXU2BC16,B000VK3ZGA,4.0,2012-07-19
313379,A2QSBOAAGW1I1H,B000VK3ZGA,3.0,2011-08-24
313384,A36MS27KAA5S26,B000VK3ZGA,4.0,2011-08-27
313387,A1ER5AYS3FQ9O3,B000VK3ZGA,5.0,2011-08-05
313390,A1EX5SK2PD0XLC,B000VK3ZGA,4.0,2011-07-26
313391,AG6JWI77UMETS,B000VK3ZGA,5.0,2011-08-20
313394,A1AES697PC2IW5,B000VK3ZGA,5.0,2011-08-29
313397,AONUCJBC85BL,B000VK3ZGA,4.0,2011-10-20
313400,A19SDJ2TSSL8HI,B000VK3ZGA,3.0,2011-10-08
313401,A15T9G38F589KM,B000VK3ZGA,2.0,2011-08-06
313403,A2W0XCWOK3MW6F,B000VK3ZGA,2.0,2011-09-14
313405,A2E2PA6UNK1E05,B000VK3ZGA,2.0,2011-08-04
313408,A339F4I8GBN3H3,B000VK3ZGA,4.0,2011-10-26
313417,A1JAPP1CXRG57A,B000VK3ZGA,4.0,2011-09-27
313420,ASHO96ZB8AL1Z,B000VK3ZGA,2.0,2011-08-12
313422,A688RIZ2POWSQ,B000VK3ZGA,4.0,2011-08-06
313423,A1GQAKL9CGQLP1,B000VK3ZGA,5.0,2011-08-13
313424,A2MNB77YGJ3CN0,B000VK3ZGA,3.0,2012-02-02
313427,A3L2KYOYDWSRPL,B000VK3ZGA,4.0,2011-08-25
313428,A27Q1X75QCWTID,B000VK3ZGA,4.0,2011-09-27
313429,A2VH0UT5EQFB6P,B000VK3ZGA,4.0,2011-08-01
313431,AP8D74QD9LUUL,B000VK3ZGA,3.0,2011-09-03
313436,ALDYWG0CPSYUF,B000VK3ZGA,3.0,2011-07-26
313441,A2IT7S59GSASN7,B000VK3ZGA,3.0,2011-09-05
313442,AOEUN9718KVRD,B000VK3ZGA,5.0,2011-08-06
313446,A147FUNITGB21I,B000VK3ZGA,3.0,2011-10-27
313450,A23RZIU0N8K2KR,B000VK3ZGA,4.0,2011-08-25
313452,A398R165PXFOSS,B000VK3ZGA,5.0,2011-09-14
313453,AVJJ2D4G5I0Z4,B000VK3ZGA,3.0,2011-09-19
313454,A3W4D8XOGLWUN5,B000VK3ZGA,4.0,2011-08-09
313457,ADS99W8WMEXZ2,B000VK3ZGA,5.0,2011-10-03
313458,AT1RF4WNPGGLC,B000VK3ZGA,4.0,2011-09-01
313463,A3GMVCTJTHYG1F,B000VK3ZGA,3.0,2011-09-12
313464,AJX23GRISOTOD,B000VK3ZGA,3.0,2011-07-27
313467,A1Z7Y2GMAP9SRY,B000VK3ZGA,2.0,2011-10-04
313470,A1PW5SQLR0Z6IH,B000VK3ZGA,3.0,2011-08-17
313474,A2DI7UGT3YX4Q9,B000VK3ZGA,5.0,2011-07-27
313475,AUZ3EJAU37NC5,B000VK3ZGA,3.0,2011-07-28
313478,A2YB7DLC3FOR7W,B000VK3ZGA,3.0,2011-07-29
313483,A2MSQNPTNAAGL1,B000VK3ZGA,4.0,2011-11-01
313487,A39XAXOXLQODNC,B000VK3ZGA,5.0,2011-07-26
313489,A3C40PJ9YXREQ5,B000VK3ZGA,4.0,2011-10-24
313492,AG36DMYKO3HPM,B000VK3ZGA,5.0,2011-09-12
313493,AQ2FC1DLKVD8H,B000VK3ZGA,5.0,2011-08-31
313494,AQ1F3NP2G15S5,B000VK3ZGA,1.0,2011-10-20
313496,A1H7Y5XKPGT0OS,B000VK3ZGA,4.0,2011-08-17
313497,A2L6QS8SVHT9RG,B000VK3ZGA,2.0,2011-09-30
313501,A3P8ZDHC7XSKSE,B000VK3ZGA,2.0,2011-08-02
313503,A1HLJJ6MKZLR3Z,B000VK3ZGA,4.0,2011-10-10
313507,ABNMD6670TV53,B000VK3ZGA,4.0,2011-07-27
313510,A2XSY4L7GDHV4W,B000VK3ZGA,4.0,2011-08-04
313511,A3R33KMESG0XGQ,B000VK3ZGA,3.0,2011-11-11
313512,A2L6BT1PVV9YN0,B000VK3ZGA,3.0,2011-07-28
313513,A2X3L31KCXBHCL,B000VK3ZGA,1.0,2012-02-06
313514,ARBKYIVNYWK3C,B000VK3ZGA,4.0,2011-08-08
313518,AOZ2MGUTFOE8U,B000VK3ZGA,5.0,2011-07-26
313520,A3M7BCQKSQAK4L,B000VK3ZGA,5.0,2011-08-18
313524,A2GPJR489OIH42,B000VK3ZGA,4.0,2013-12-02
313526,AR1T36GLLAFFX,B000VK3ZGA,4.0,2011-07-29
313529,ANEDXRFDZDL18,B000VK3ZGA,4.0,2011-09-25
313530,A13XQPWNCS2CHP,B000VK3ZGA,1.0,2011-07-31
313531,A29M09QBG9TZLP,B000VK3ZGA,2.0,2011-08-06
313536,A1J3T2AHYBSRBI,B000VK3ZGA,3.0,2011-08-25
313537,AS44QEHT3KSPK,B000VK3ZGA,2.0,2012-06-30
313538,A1ZZR25X0CNOJX,B000VK3ZGA,4.0,2011-08-06
313539,A2NB2E5DXE319Z,B000VK3ZGA,4.0,2011-10-08
313541,A3HPCRD9RX351S,B000VK3ZGA,2.0,2011-07-29
313543,A23E9ZPS2RQZS0,B000VK3ZGA,5.0,2011-09-15
313544,A36RJG7HHV45TQ,B000VK3ZGA,1.0,2011-09-22
313547,A1AKU188I6NRF0,B000VK3ZGA,4.0,2011-08-18
313548,ARIDN94LOCQFD,B000VK3ZGA,3.0,2011-08-02
313549,AF3X7J0XC391L,B000VK3ZGA,3.0,2011-08-08
313550,A2FQHAYSPJO1WP,B000VK3ZGA,5.0,2011-09-06
313551,A2M1MNG7G40V85,B000VK3ZGA,4.0,2011-07-25
313555,A19OR7BSMSPDFB,B000VK3ZGA,4.0,2011-08-18
313556,A1NOV41485TE0D,B000VK3ZGA,5.0,2011-08-15
313558,A2YW1MG1GKU8XD,B000VK3ZGA,4.0,2011-08-10
313561,A2UR9I3QSTN4G3,B000VK3ZGA,4.0,2011-07-28
313568,AO5DDG05DHVIC,B000VK3ZGA,5.0,2011-09-11
313569,A44OY8EFDM4IP,B000VK3ZGA,3.0,2011-08-04
313572,AW7BIYHXUIZ62,B000VK3ZGA,5.0,2011-08-07
313573,A1SI2993YY7C61,B000VK3ZGA,3.0,2011-08-26
313578,AC62SNVRI158P,B000VK3ZGA,4.0,2011-09-14
313579,AI0PLL5DQAHRG,B000VK3ZGA,2.0,2011-09-08
313580,ACR4HKUT808U1,B000VK3ZGA,2.0,2011-07-27
313581,A3G7BEJJCPD6DS,B000VK3ZGA,3.0,2011-10-17
313584,AG4U11RFDY7LU,B000VK3ZGA,4.0,2011-07-29
313585,AIREHOF22MIBM,B000VK3ZGA,4.0,2011-07-27
313588,A18ECVX2RJ7HUE,B000VK3ZGA,3.0,2011-07-28
313594,A3CG93783LP0FO,B000VK3ZGA,3.0,2011-10-04
313684,A3B620VGG3J6ZP,B000VK4DXO,3.0,2012-02-14
313690,ATDE9JYCPI0L1,B000VK4DXO,4.0,2012-01-25
313728,A1DG75OT3Y49EM,B000VK4DXO,5.0,2014-01-15
313732,A3LWC833HQIG7J,B000VK4DXO,5.0,2012-11-17
313749,A3AZI828WJN1CD,B000VK4DXO,4.0,2012-02-01
313757,A3MFU0GVZUVH3K,B000VK4DXO,5.0,2012-02-22
313772,ARIZ8PY9ULPHH,B000VK4DXO,5.0,2012-01-24
313773,A3SMV35531YME,B000VK4DXO,5.0,2012-01-26
313798,A3QNQQKJTL76H0,B000VK4DXO,5.0,2012-10-09
313799,A13MKSASQ6YWL7,B000VK4DXO,3.0,2012-01-31
313813,A2SZLNSI5KOQJT,B000VK4DXO,4.0,2012-01-25
313820,A23GS4UGLQBG2V,B000VK4DXO,4.0,2012-02-07
313825,AJ2FDNZ3COBFN,B000VK4DXO,2.0,2012-01-31
313891,A1B1QMGK8VYG80,B000VK4DXO,4.0,2012-02-07
313919,A3HQAPXAJV7PRX,B000VK4DXO,5.0,2012-02-01
313921,A3KZCNV1N8R9GC,B000VK4DXO,4.0,2012-02-08
313927,A2PSC7LUNIDEAH,B000VK4DXO,5.0,2012-02-20
313937,A10Z8FC0SMU5VQ,B000VK4DXO,4.0,2012-01-27
313975,A1DNXL8BIR5R8R,B000VK4DXO,5.0,2012-01-25
314084,A1YX6S4I5GG5VK,B000VK4DXO,4.0,2012-02-16
314091,A7RFDGVXDYQLJ,B000VK4DXO,4.0,2012-01-25
314107,A3KZ7OH4VRL048,B000VK4DXO,3.0,2012-01-27
314124,A2QSBOAAGW1I1H,B000VK4DXO,4.0,2012-01-25
314149,A1NVK25SNU2BOM,B000VK4DXO,5.0,2012-02-11
314151,A5H8NA5CJ0FK4,B000VK4DXO,5.0,2012-01-26
314158,A1EX5SK2PD0XLC,B000VK4DXO,5.0,2013-08-09
314173,A18IZ3RTL9SD4V,B000VK4DXO,4.0,2012-01-25
314175,A356RFKNIG043B,B000VK4DXO,4.0,2012-02-16
314176,A14BTJRH9VNLJJ,B000VK4DXO,5.0,2013-02-07
314205,A2RHV42BTJSVON,B000VK4DXO,5.0,2012-02-12
314206,A2EKPIN655LOW8,B000VK4DXO,5.0,2012-01-28
314212,A1GQAKL9CGQLP1,B000VK4DXO,4.0,2014-01-09
314214,A2MNB77YGJ3CN0,B000VK4DXO,5.0,2012-09-04
314227,A1PI8VBCXXSGC7,B000VK4DXO,4.0,2012-02-10
314229,A1WBEIH7Z37LN9,B000VK4DXO,5.0,2012-02-14
314268,AHRNDSKWH1YBT,B000VK4DXO,4.0,2012-01-26
314269,A3N4CUW4UYC9I3,B000VK4DXO,4.0,2012-02-06
314305,ALL9XFM0Q1N4E,B000VK4DXO,5.0,2014-05-02
314310,A3T0OTH5072YRE,B000VK4DXO,3.0,2012-05-18
314316,A3GFK7F5IUF60X,B000VK4DXO,4.0,2012-01-29
314334,A23KDA686N6T4Y,B000VK4DXO,5.0,2012-02-13
314349,A231LBC8EGPO5L,B000VK4DXO,3.0,2012-01-25
314370,A3IUW081KXD3PE,B000VK4DXO,5.0,2012-03-05
314372,A3C40PJ9YXREQ5,B000VK4DXO,3.0,2012-01-26
314400,A1HLJJ6MKZLR3Z,B000VK4DXO,4.0,2012-02-15
314411,A14ENWEKTHCBXR,B000VK4DXO,2.0,2012-01-24
314425,A350HRB16YUX9P,B000VK4DXO,3.0,2012-01-25
314446,A27NTHPTRXB766,B000VK4DXO,5.0,2013-09-21
